,0,1,2,3
0,1.1340251545408515,-2.006027425219108,1.377293232233649,0.5298708810570036
1,-0.18452762896194388,-0.20355865153028496,-0.45037112530553425,-0.19455080244152284
2,-0.0857009611355688,1.5528012138005303,-0.05031685444679177,1.5359479886953535
3,0.15615374557776546,0.33752549923152364,-1.7122390969512942,0.9074814340250769
4,-1.5264894286527237,-0.7103500472584313,0.8275423824282824,0.586594662357759
5,0.08498267957687332,0.15270844640416442,-0.6515899896464801,0.45131307432124623
6,-0.3187227389580252,0.0308580744385455,-0.4489076697127866,0.26092142127657514
7,-1.3190761819169563,0.26747327476011806,0.9246578106743436,-0.24796722267155893
8,0.15809403188722462,-0.05236333207881094,-0.4043349438661542,-0.224096496845529
9,-0.5513375531017579,-0.9519893717571251,-1.1644442609966688,-0.8194800749583062
