,0,1,2,3
0,0.7479821116398765,1.6337131739616735,-0.5194566345370586,-0.7551420254727219
1,0.5214216291104364,1.4867176607757921,-3.0532132856487877,-0.1471066818205075
2,-0.6842146021843467,-0.08250023712919782,1.191738607353091,-0.9302116282875583
3,0.3320821074649462,1.3679087761142859,-1.8681996954709534,-1.0283743615490268
4,0.5985333211251277,-1.3042683715590908,-0.19104918272131202,-1.144226884092243
5,0.3559831128294439,-0.8052689681715924,1.8069291090442818,-1.093895272745567
6,0.7120751536958283,-0.6560590537412275,-2.0345491640033964,1.7449530530317925
7,0.09808390132564254,-0.6256025860425762,1.8312259138861255,1.8848489105002844
8,-1.441018362741978,0.5728874876589226,0.7310406504596192,-0.39669416563308424
9,-1.009252562641482,-0.0705767264343588,0.7968168718481963,0.6359012778530618
